Auftragsname,Wörter,Zeit,Von,Sprache,Übersetzung,Korrektur,Kanal,Ablageort,Eingang,Lieferdatum,Deadline,Abteilung,Status,Verantwortlich,Bereich
Stick_6700_5630.docx,364,,JBL,ES,Alba,Helena,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/16/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Stick_6700_5630.docx,364,,JBL,FR,Marie,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/16/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Stick_6700_5630.docx,364,,JBL,IT,Cristina,Laura,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/16/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Stick_6700_5630.docx,364,,JBL,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/16/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Stick_6700_5630.docx,364,,JBL,PL,Christoph,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/16/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
translations-en-METAFIELD.json,282,,CST,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Hme,
PDP_2700-translations-en-PRODUCT.json,139,,CST,EN,John,Susan,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Hme,
PDP_2700-translations-[Sprache]-ONLINE_STORE_THEME.json,436,,CST,EN,John,Susan,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Hme,
PDP_2700-translations-[Sprache]-ONLINE_STORE_THEME.json,436,,CST,ES,Alba,Helena,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Hme,
PDP_2700-translations-[Sprache]-ONLINE_STORE_THEME.json,436,,CST,FR,Marie,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Hme,
PDP_2700-translations-[Sprache]-ONLINE_STORE_THEME.json,436,,CST,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Hme,
PDP_2700-translations-[Sprache]-ONLINE_STORE_THEME.json,436,,CST,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW25,6/16/2026,6/30/2026,6/30/2026,D2C Ecommerce,Ü-fertig,Lbo,
"5258_en-GB_fritz_auf_der_anga_com_2026_20260617-090623,892,,PSE,EN,Susan/Lisa,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/17/2026,6/18/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"Broadband forum_EN.docx,216,,PSE,EN,Lisa,John,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/17/2026,6/18/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"LinkedIn.docx,44,,Dbo,EN,John,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/18/2026,6/18/2026,Corporate Communications,Ü-fertig,Msi,"
"Übersetzung der I.EF-Studie / DE & IT ,13114 / 20 h,,KTE,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,7/3/2026,7/3/2026,Corporate Communications,,Msi,"
"Übersetzung der I.EF-Studie / DE & IT ,15162,,KTE,IT,Laura,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.06"",6/18/2026,7/3/2026,7/3/2026,Corporate Communications,geliefert,Msi,"
"5254_nl-NL_telecom_insights_2026_20260618-104533.xml,401,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/22/2026,6/26/2026,Channel Sales,geliefert,Hme,"
"5264_it-IT_fritz_und_branchenpartner_gruenden_safenet_20260618-124708.xml,255,,PSE,IT,Laura,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/22/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"5266_en-GB_fritz_und_branchenpartner_gruenden_safenet_20260618-123833.xml,255,,PSE,EN,Lisa,John,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/22/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"5270_nl-NL_fritz_und_branchenpartner_gruenden_safenet_20260618-124523.xml,255,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/22/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"5271_es-ES_fritz_und_branchenpartner_gruenden_safenet_20260618-124654.xml,255,,PSE,ES,Alba,Helena,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/22/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"Passwort vergessen_DE.docx,50,,PSE,EN,Lisa,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/18/2026,6/19/2026,6/22/2026,Channel Sales,geliefert,Hme,"
"5282_en-GB_vernetzte_notfallversorgung_20260619-082922,498,,PSE,EN,Lisa,John,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.06"",6/19/2026,6/23/2026,6/23/2026,Channel Sales,geliefert,Hme,"
"5281_en-GB_hansemerkur_20260619-082918,956,,PSE,EN,Lisa,John,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.07"",6/19/2026,6/23/2026,6/23/2026,Channel Sales,geliefert,Hme,"
"5277_en-GB_takko_fashion_modernes_acs_management_20260619-080937,914,,PSE,EN,Lisa,Susan,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.08"",6/19/2026,6/23/2026,6/23/2026,Channel Sales,geliefert,Hme,"
"5276_en-GB_keine_pizza_ohne_fritz_anschluss_20260619-080944,917,,PSE,EN,Lisa,Susan,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.09"",6/19/2026,6/23/2026,6/23/2026,Channel Sales,geliefert,Hme,"
Wimbledon ohne Ruckler.docx,126,,JFI,IT,Laura,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/23/2026,6/24/2026,D2C Ecommerce,geliefert,Lbo,
"Awin Profil Text_de.docx,240,,ALP,EN,Susan/John,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/19/2026,6/25/2026,6/26/2026,Corporate Communications,geliefert,Hme,"
"Allgemeine Teilnahmebedingungen zum Partnerprogramm FRITZ91_legal.docx,438,,ALP,EN,Susan/John,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/19/2026,6/25/2026,6/26/2026,Corporate Communications,geliefert,Hme,"
"FRITZ Marken Richtlinien Affiliate_legal.docx,442,,ALP,EN,Susan/John,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/19/2026,6/25/2026,6/26/2026,Corporate Communications,geliefert,Hme,"
Widerruf Wordings.docx,39,,NWI,EN,John,Susan,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Widerruf Wordings.docx,39,,NWI,ES,Alba,Helena,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Widerruf Wordings.docx,39,,NWI,FR,Marie,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Widerruf Wordings.docx,39,,NWI,IT,Laura,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Widerruf Wordings.docx,39,,NWI,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/26/2026,6/26/2026,D2C Ecommerce,geliefert,Lbo,
Nachfass WM.docx,119,,JFI,ES,Alba,Helena,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/23/2026,6/24/2026,D2C Ecommerce,geliefert,Lbo,
Nachfass WM.docx,119,,JFI,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/19/2026,6/23/2026,6/24/2026,D2C Ecommerce,geliefert,Lbo,
"Battle cards DE_v7.pdf,""1,5 Std."",,SMr,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/12/2026,6/12/2026,6/17/2026,Sales Marketing,geliefert,FSc,"
"5290_nl-NL_allgemeine_nutzungsbedingungen_fritz_portal_20260622-071044.xml,1787,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,6/29/2026,6/29/2026,Channel Sales,geliefert,Hme,"
"5286_en-GB_allgemeine_nutzungsbedingungen_fritz_portal_20260622-070929.xml,1787,,PSE,EN,John,Susan,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,6/23/2026,6/24/2026,Channel Sales,geliefert,Hme,"
"5289_it-IT_allgemeine_nutzungsbedingungen_fritz_portal_20260622-071021.xml,1787,,PSE,IT,Laura,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.06"",6/22/2026,6/29/2026,6/29/2026,Channel Sales,geliefert,Hme,"
"5291_es-ES_allgemeine_nutzungsbedingungen_fritz_portal_20260622-071103.xml,1787,,PSE,ES,Alba,Helena,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,6/29/2026,6/29/2026,Channel Sales,geliefert,Hme,"
"5299_es-ES_mobiles_5g_internet_auf_hausboot_reise_und_in_ferienunterkuenften_20260622-090736.xml,852,,PSE,ES,Alba,Helena,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,7/3/2026,7/3/2026,Channel Sales,geliefert,Hme,"
"5297_it-IT_mobiles_5g_internet_auf_hausboot_reise_und_in_ferienunterkuenften_20260622-090643.xml,852,,PSE,IT,Cristina,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,7/3/2026,7/3/2026,Channel Sales,geliefert,Hme,"
"5298_nl-NL_mobiles_5g_internet_auf_hausboot_reise_und_in_ferienunterkuenften_20260622-090709.xml,852,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,7/3/2026,7/3/2026,Channel Sales,Ü-fertig,Hme,"
6700_Metaobject + Überschrift Blogartikel.docx,9,,CST,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/22/2026,6/23/2026,6/23/2026,D2C Ecommerce,geliefert,Lbo,
6700_Metaobject + Überschrift Blogartikel.docx,9,,CST,ES,Alba,Helena,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/22/2026,6/23/2026,6/23/2026,D2C Ecommerce,geliefert,Lbo,
6700_Metaobject + Überschrift Blogartikel.docx,9,,CST,FR,Marie,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/22/2026,6/23/2026,6/23/2026,D2C Ecommerce,geliefert,Lbo,
6700_Metaobject + Überschrift Blogartikel.docx,9,,CST,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/22/2026,6/23/2026,6/23/2026,D2C Ecommerce,geliefert,Lbo,
6700_Metaobject + Überschrift Blogartikel.docx,9,,CST,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/22/2026,6/23/2026,6/23/2026,D2C Ecommerce,geliefert,Lbo,
Data Act FRITZ!App-int-de.docx,703,,LLe,EN,Susan/John,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZT!Apps,6/22/2026,7/7/2026,7/15/2026,Technical Communication,geliefert,Hme,
Data Act FRITZ!App-int-de.docx,703,,LLe,IT,Laura,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZT!Apps,6/22/2026,7/7/2026,7/15/2026,Technical Communication,geliefert,Hme,
Data Act FRITZ!App-int-de.docx,703,,LLe,NL,Angelique,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZT!Apps,6/22/2026,7/7/2026,7/15/2026,Technical Communication,geliefert,Hme,
Data Act FRITZ!App-int-de.docx,703,,LLe,FR,Marie,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZT!Apps,6/22/2026,7/7/2026,7/15/2026,Technical Communication,geliefert,Hme,
Data Act FRITZ!App-int-de.docx,703,,LLe,ES,Alba,Helena,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZT!Apps,6/22/2026,7/7/2026,7/15/2026,Technical Communication,geliefert,Hme,
Data Act FRITZ!App-int-de.docx,703,,LLe,PL,Christoph,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZT!Apps,6/22/2026,7/7/2026,7/15/2026,Technical Communication,geliefert,Hme,
"5217_nl-NL_sicheres_internet_fuer_deine_kunden_20260622-122219.xml,215,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/22/2026,6/29/2026,7/3/2026,Channel Sales,Ü-fertig,Hme,"
2026-06-23T14-34-14_PM-History-Texts.xml,731,,TJa,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\MyFRITZOSp1\2026.06,6/23/2026,6/23/2026,6/23/2026,Product Management,geliefert,FSc,
2026-06-23T15-15-51_PM-History-Texts_korr-de.xml,731,,TJa,EN,Susan,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\MyFRITZOSp1\2026.06,6/23/2026,6/23/2026,6/23/2026,Product Management,geliefert,FSc,
TPO - Datei-Anhänge + ILVY! Thema.xlsx,34,,TPO,EN,Lisa,Susan,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/23/2026,7/6/2026,7/7/2026,Technical Communication,geliefert,Lbo,
TPO - Datei-Anhänge + ILVY! Thema.xlsx,34,,TPO,ES,Alba,Helena,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/23/2026,7/6/2026,7/7/2026,Technical Communication,geliefert,Lbo,
TPO - Datei-Anhänge + ILVY! Thema.xlsx,34,,TPO,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/23/2026,7/6/2026,7/7/2026,Technical Communication,geliefert,Lbo,
TPO - Datei-Anhänge + ILVY! Thema.xlsx,34,,TPO,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/23/2026,7/6/2026,7/7/2026,Technical Communication,geliefert,Lbo,
Wimbledon-translations-it-ONLINE_STORE_THEME.json,315,,LCA,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW26,6/23/2026,6/26/2026,6/26/2026,D2C Ecommerce,importiert,Lbo,
"How_to_create_incremental_value_with_FRITZ.docx,49,,AGi,DE,Susan/Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.06"",6/23/2026,6/23/2026,6/25/2026,Channel Sales,geliefert,FSc,"
"Digitale Souveränität beginnt zu Hause-DE.docx,73,,KBA,EN,John,Lisa,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/24/2026,6/24/2026,6/24/2026,Corporate Communications,geliefert,Hme,"
"Digitale Souveränität beginnt zu Hause-DE.docx,73,,KBA,IT,Laura,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/24/2026,6/24/2026,6/24/2026,Corporate Communications,geliefert,Hme,"
"Digitale Souveränität beginnt zu Hause-DE.docx,73,,KBA,ES,Helena,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/24/2026,6/24/2026,6/24/2026,Corporate Communications,geliefert,Hme,"
"Digitale Souveränität beginnt zu Hause-DE.docx,73,,KBA,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/24/2026,6/24/2026,6/24/2026,Corporate Communications,geliefert,Hme,"
"Digitale Souveränität beginnt zu Hause-DE.docx,73,,KBA,FR,Marie,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/24/2026,6/24/2026,6/24/2026,Corporate Communications,geliefert,Hme,"
FappSH_20260423-de.xml,7344,,NRi,UK,Lisa,,jazz,Z:\Produkte\F!Apps\FappSmartHome\GUI\Android\deutsch\2026.04,6/24/2026,8/24/2026,8/24/2026,User Interface & Clients,Ü-fertig,FSc,
Wi-Fi 7 International.docx,152,,JFI,ES,Alba,Helena,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/24/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Lbo,
Wi-Fi 7 International.docx,152,,JFI,IT,Laura,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/24/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Lbo,
Wi-Fi 7 International.docx,152,,JFI,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\<Sprache>\2026.06,6/24/2026,6/30/2026,6/30/2026,D2C Ecommerce,geliefert,Lbo,
"5330_en-GB_fritz_navigating_the_future_of_connectivity_20260625-134556.xml,343,,PSE,EN,Lisa,John,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/25/2026,7/1/2026,7/1/2026,Channel Sales,,Hme,"
Fapp_adc_20260206-de.xml,5573,,KSu,UK,Susan/John,,jazz,Z:\Produkte\F!Apps\Apps_allgemein\ADC\deutsch\2026.02,6/25/2026,7/3/2026,7/3/2026,User Interface & Clients,Ü-fertig,FSc,
Fapp_analytics_20250910_strings-de.xml,8,,KSu,UK,John,Lisa,jazz,Z:\Produkte\F!Apps\Apps_allgemein\Analytics\deutsch\2025.09,6/25/2026,7/3/2026,7/3/2026,User Interface & Clients,Ü-fertig,FSc,
Fapp_fundamentals_20260206-de.xml,50,,KSu,UK,John,Lisa,jazz,Z:\Produkte\F!Apps\Apps_allgemein\Fundamentals\deutsch\2026.02,6/25/2026,6/29/2026,7/3/2026,User Interface & Clients,,FSc,
"20160626_Q3LP_Texte_Lektorat.docx,253,,SKu,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/26/2026,6/26/2026,7/2/2026,Sales Marketing,geliefert,FSc,"
"Battle cards DE_v8,1689,,SMr,IT,Cristina,Laura,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/26/2026,7/10/2026,7/10/2026,Sales Marketing,Ü-fertig,Msi,"
"5331_es-ES_fritzrepeater_1610_outdoor_im_haertetest_20260629-090320.xml,372,,Jwg,ES,Alba,Helena,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/29/2026,7/6/2026,7/6/2026,Channel Sales,geliefert,Hme,"
"Highspeed trifft Sicherheit.docx,67,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/29/2026,6/29/2026,7/3/2026,Channel Sales,Ü-fertig,Hme,"
"Produktkacheln.docx,77,,PSE,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/29/2026,6/29/2026,7/3/2026,Channel Sales,Ü-fertig,,"
FR-Websupportformulare,27,,TKO,FR,Marie,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.06\KW27,6/29/2026,6/29/2026,6/29/2026,Technical Communication,geliefert,Lbo,
0000_12-1152_translate-from-de.xml,259596,,GAb,EN,Susan,,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/3/2026,7/3/2026,User Interface & Clients,geliefert,FSc,
0000_12-1152_translate-from-de.xml,259596,,GAb,Es,Alba,Helena,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/3/2026,7/3/2026,User Interface & Clients,geliefert,FSc,
0000_12-1152_translate-from-de.xml,259596,,GAb,Fr,Marie,,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/3/2026,7/3/2026,User Interface & Clients,geliefert,FSc,
0000_12-1152_translate-from-de.xml,259596,,GAb,It,Laura,,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/10/2026,7/3/2026,User Interface & Clients,geliefert,FSc,
0000_12-1152_translate-from-de.xml,259596,,GAb,Nl,Angelique,,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/3/2026,7/3/2026,User Interface & Clients,geliefert,FSc,
0000_12-1152_translate-from-de.xml,259596,,GAb,SL,Yabylon,,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/3/2026,7/3/2026,User Interface & Clients,geliefert,FSc,
0000_12-1152_translate-from-de-to-pl.xml,1093,,GAb,Pl,Christoph,,Mail,Z:\Produkte\F!Box allgemein\GUI-html2\deutsch\2026.06,6/29/2026,7/10/2026,7/10/2026,User Interface & Clients,geliefert,FSc,
"Battle cards DE_v8,1689,,SMr,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/29/2026,7/10/2026,7/10/2026,Sales Marketing,Ü-fertig,Msi,"
"Battle cards DE_v8,1689,,SMr,ES,Alba,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/29/2026,7/10/2026,7/10/2026,Sales Marketing,,Msi,"
"ES: Newslettter,,,Jwg,ES,Alba,Helena,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/30/2026,7/7/2026,7/7/2026,Channel Sales,geliefert,Hme,"
GewährleistungsTAUSCH.docx,163,,OFo,EN,Lisa,,LS-Tracker,Z:\Produkte\Support-Aufträge\06.2026,6/30/2026,7/8/2026,7/13/2026,Kundenservice 2nd Level,geliefert,Lbo,
GewährleistungsTAUSCH.docx,163,,OFo,IT,Laura,,LS-Tracker,Z:\Produkte\Support-Aufträge\06.2026,6/30/2026,7/6/2026,7/13/2026,Kundenservice 2nd Level,geliefert,Lbo,
GewährleistungsTAUSCH.docx,163,,OFo,NL,Angelique,,LS-Tracker,Z:\Produkte\Support-Aufträge\06.2026,6/30/2026,7/6/2026,7/13/2026,Kundenservice 2nd Level,geliefert,Lbo,
GewährleistungsTAUSCH.docx,163,,OFo,ES,Alba,Helena,LS-Tracker,Z:\Produkte\Support-Aufträge\06.2026,6/30/2026,7/6/2026,7/13/2026,Kundenservice 2nd Level,geliefert,Lbo,
GewährleistungsTAUSCH.docx,163,,OFo,FR,Martine,Marie,LS-Tracker,Z:\Produkte\Support-Aufträge\06.2026,6/30/2026,7/6/2026,7/13/2026,Kundenservice 2nd Level,geliefert,Lbo,
2026-06-30T13-22-16_PM-History-Texts.xml,741,,SST,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\MyFRITZOSp1\2026.06,6/30/2026,6/30/2026,6/30/2026,Product Management,geliefert,FSc,
2026-06-30T14-19-03_PM-History-Texts_korr-de.xml,740,,SSt,EN,Lisa,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\MyFRITZOSp1\2026.06,6/30/2026,6/30/2026,6/30/2026,Product Management,geliefert,FSc,
"IFA_2026_Save_the_Date-de.docx,172,,Bal,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/30/2026,6/30/2026,7/2/2026,Corporate Communications,,Msi,"
"IFA_2026_Save_the_Date-de.docx,172,,Bal,EN,Lisa,John,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.06"",6/30/2026,7/2/2026,7/2/2026,Corporate Communications,,Msi,"
HeyGen: FRITZ! Hands On - Mobilfunk-Router,636,,JFk,EN,John,,LS-Tracker,,6/30/2026,7/10/2026,7/10/2026,Corporate Communications,,Msi,
HeyGen: FRITZ! Hands On - Mobilfunk-Router,636,,JFk,It,Laura,,LS-Tracker,,6/30/2026,7/10/2026,7/10/2026,Corporate Communications,,Msi,
HeyGen: FRITZ! Hands On - Mobilfunk-Router,636,,JFk,Es,Alba,,LS-Tracker,,6/30/2026,7/10/2026,7/10/2026,Corporate Communications,,Msi,
HeyGen: FRITZ! Hands On - Mobilfunk-Router,636,,JFk,Nl,Angelique,,LS-Tracker,,6/30/2026,7/10/2026,7/10/2026,Corporate Communications,,Msi,
HeyGen: FRITZ! Hands On - Mobilfunk-Router,636,,JFk,Fr,Marie,,LS-Tracker,,6/30/2026,7/10/2026,7/10/2026,Corporate Communications,Ü-fertig,Msi,
 FRITZ! Smart Energy 201 International Edition Booklet,1212,,Dha,NO,Yabylon,,LS-Tracker,Z:\Produkte\F!Smart Kurzanleitungen\Energy 201\INT\2026.07\ÜeM,6/30/2026,7/16/2026,7/17/2026,Product Management,pdf fertig,Msi,
6690 pro video.docx,36,,Lca,EN,John,Susan,LS-Tracker,Z:\Produkte\FRITZ!com\2026.07\KW 27,7/1/2026,7/15/2026,7/15/2026,D2C Ecommerce,geliefert,Lbo,
6690 pro video.docx,36,,Lca,ES,Alba,Helena,LS-Tracker,Z:\Produkte\FRITZ!com\2026.07\KW 27,7/1/2026,7/15/2026,7/15/2026,D2C Ecommerce,geliefert,Lbo,
6690 pro video.docx,36,,Lca,FR,Martine,Marie,LS-Tracker,Z:\Produkte\FRITZ!com\2026.07\KW 27,7/1/2026,7/15/2026,7/15/2026,D2C Ecommerce,geliefert,Lbo,
6690 pro video.docx,36,,Lca,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.07\KW 27,7/1/2026,7/15/2026,7/15/2026,D2C Ecommerce,geliefert,Lbo,
6690 pro video.docx,36,,Lca,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.07\KW 27,7/1/2026,7/15/2026,7/15/2026,D2C Ecommerce,geliefert,Lbo,
"Ankuendigung_FRITZ!Box 6860 5G v2_Edition International_DE_Final.docx,866,,Apa,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.07"",7/1/2026,7/1/2026,7/1/2026,Sales Marketing,geliefert,Fsc,"
"Ankuendigung_FRITZ!Box 6860 5G v2_Edition International_DE_Final.docx,866,,Apa,EN,John,Lisa,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.07"",7/1/2026,7/8/2026,7/8/2026,Sales Marketing,geliefert,Hme,"
